gene_name	RPKM
AC007384.1	1.01694304
AC007384.3	509.1651032
AC007386.2	0.487632523
AC007386.3	0.18871108
AC007386.4	0.755215067
AC007387.2	4.183994221
AC007388.1	1.297202933
AC007389.1	1.880648087
AC007389.1	0.276998356
AC007389.3	6.632237216
AC007389.4	3.264357907
AC007390.4	0.61702162
AC007390.5	6.677432196
AC007391.1	10.0992964
AC007392.3	0.161040833
AC007401.2	0.255418252
AC007405.4	1.788936325
AC007405.6	0.499226583
AC007405.7	0.795292167
AC007405.8	0.401571657
AC007431.1	2.011535683
AC007431.2	1.019120648
AC007436.1	0.955042159
AC007436.2	0.362474747
AC007436.3	0.401755275
AC007450.2	0.928477038
AC007465.1	1.546899272
AC007491.1	2.858025792
AC007495.1	0.205059463
AC007497.1	0.343218276
AC007537.1	6.101658239
AC007546.1	0.288267318
AC007547.1	0.760068154
AC007551.3	0.47137274
AC007556.3	0.357751949
AC007563.4	0.296037327
AC007566.10	1.366467786
AC007566.11	0.085337877
AC007567.1	1.151319789
AC007599.1	176.7113082
AC007601.1	1.227772694
AC007603.1	0.210704745
AC007608.1	0.355868281
AC007608.2	0.105322064
AC007610.1	1.045998555
AC007610.2	1.44241827
AC007618.1	0.050127726
AC007618.3	1.996906333
AC007620.3	3.673885771
AC007622.1	0.261499639
AC007623.1	14.85933242
AC007638.1	0.747565615
AC007639.1	4.098966731
AC007652.1	0.667175821
AC007663.1	0.180938795
AC007677.1	0.237213495
AC007679.1	1.089581828
AC007682.1	0.250944056
AC007686.1	1.164406736
AC007686.2	0.120361478
AC007687.1	2.695211001
AC007688.1	1.483276036
AC007688.2	1.669413694
AC007722.1	0.366099494
AC007731.1	0.39365537
AC007739.1	4.523549997
AC007743.1	10.78933019
AC007773.1	0.810979893
AC007785.2	0.397934233
AC007786.1	0.371046785
AC007790.1	0.157349353
AC007790.4	0.140447376
AC007834.1	3.040272617
AC007842.1	3.826039797
AC007875.2	0.55751192
AC007875.3	1.282060486
AC007878.1	2.257687329
AC007880.1	0.752259235
AC007883.1	0.825788333
AC007899.3	2.976034599
AC007938.2	0.46996084
AC007956.1	0.267225908
AC007965.12	0.280178184
AC007967.1	0.333829326
AC007969.4	12.65055844
AC007969.5	0.982817434
AC007991.1	0.87575395
AC008013.1	0.973381226
AC008026.1	0.247364523
AC008026.2	2.895338707
AC008033.1	0.396259224
AC008038.1	1.061157955
AC008060.7	0.283249125
AC008060.8	0.205673873
AC008062.1	1.867854563
AC008069.2	0.115610367
AC008072.1	0.933020556
AC008073.1	13.18294051
AC008073.2	0.778475003
AC008073.5	82.44370431
AC008073.7	0.416022153
AC008074.1	1.862048855
AC008074.3	1.063359527
AC008080.1	0.355436402
AC008083.1	1.536388765
AC008088.2	0.194906563
AC008103.5	0.222628071
AC008105.1	0.665635444
AC008105.2	0.58662827
AC008122.2	0.254879395
AC008128.1	0.145856372
AC008132.2	0.108047072
AC008147.1	2.361932222
AC008147.2	7.085796665
AC008147.3	1.953663195
AC008155.1	3.660994943
AC008155.2	1.106597968
AC008162.1	2.083493057
AC008171.1	0.549149242
AC008175.10	0.280178184
AC008265.2	0.070903711
AC008267.1	0.27982127
AC008267.2	0.044339866
AC008268.3	6.867285283
AC008278.3	1.160174454
AC008279.1	0.13476055
AC008280.1	0.390159319
AC008280.5	4.815087295
AC008281.1	0.358335557
AC008379.1	1.076763219
AC008392.1	1.397326314
AC008393.1	1.591736932
AC008394.1	2.122315909
AC008397.1	1.234043239
AC008397.2	1.84278269
AC008403.1	7.278535941
AC008440.10	2.176807804
AC008474.1	4.491183388
AC008474.2	0.48597278
AC008481.1	1.252811958
AC008481.2	2.750571772
AC008494.1	0.075614353
AC008500.1	0.08842983
AC008514.1	1.0628695
AC008533.1	0.224600917
AC008536.1	65.52731747
AC008537.1	0.174957942
AC008537.3	1.294458774
AC008541.1	1435.556481
AC008545.1	0.436482259
AC008555.1	3.328177221
AC008555.2	1.173395815
AC008555.4	0.370153557
AC008555.5	0.707438636
AC008565.1	1.02405453
AC008567.1	1.248066458
AC008567.2	1.496829278
AC008569.1	2.150441156
AC008573.1	2.835981998
AC008592.3	9.459029997
AC008626.1	2.554182519
AC008659.1	0.739594938
AC008661.1	0.073538566
AC008686.1	1.43007615
AC008686.2	1.43007615
AC008687.2	0.252192533
AC008695.1	0.358921073
AC008697.1	0.208537687
AC008734.1	4.045574221
AC008734.2	1.80909952
AC008735.1	0.447372091
AC008737.1	0.980623646
AC008738.1	1.173395815
AC008740.1	20.56993222
AC008740.2	0.221431146
AC008743.7	7.803699748
AC008746.11	5.043850668
AC008746.3	1.038089303
AC008746.5	0.503806644
AC008749.1	0.358921073
AC008751.2	5.508707125
AC008753.1	0.429022845
AC008753.3	0.386724818
AC008753.6	1.751273208
AC008759.1	1.770464481
AC008763.1	162.2915284
AC008764.1	13.19510545
AC008764.2	2.833824538
AC008781.1	1.417159333
AC008781.7	1.765753188
AC008794.1	0.920361857
AC008850.3	0.606794742
AC008870.1	3.032249161
AC008872.1	0.989458093
AC008888.1	1.16298979
AC008888.7	1.16298979
AC008894.1	0.919232075
AC008937.2	0.354862192
AC008937.3	0.360491843
AC008946.1	0.664293437
AC008969.1	2.326130508
AC008984.2	0.695125622
AC008993.1	5.650410202
AC009001.1	4.333422586
AC009002.1	1.431431672
AC009009.1	2.241425476
AC009021.1	1.445129583
AC009041.1	0.524497843
AC009041.2	0.832044305
AC009041.3	0.205949354
AC009052.1	1.087107669
AC009053.1	0.806525884
AC009060.1	0.583536196
AC009060.2	6.515329984
AC009061.1	0.778935094
AC009065.1	0.204524857
AC009065.2	3.505207925
AC009065.3	5.008723851
AC009069.1	0.300446394
AC009075.1	1.204514787
AC009086.1	0.532293287
AC009086.2	3.472880579
AC009086.3	1.423720256
AC009095.4	2.735226107
AC009108.1	0.035486219
AC009113.1	0.720410454
AC009113.2	0.450861446
AC009113.3	0.16565588
AC009118.1	0.171823918
AC009119.1	0.627599133
AC009119.2	0.377422159
AC009120.1	0.454781981
AC009120.3	11.38624777
AC009127.1	3.440716282
AC009133.1	0.542369621
AC009133.2	2.63343783
AC009133.3	1.71609138
AC009171.1	5.929657362
AC009223.1	0.573224678
AC009226.1	1.193802699
AC009227.2	1.348461304
AC009229.4	0.292879595
AC009229.5	0.176575319
AC009229.6	2.190338855
AC009234.1	2.420492525
AC009236.1	0.345376881
AC009237.1	3.101661912
AC009237.11	0.579577036
AC009237.6	1.93362409
AC009237.8	3.540415573
AC009237.9	0.108206747
AC009245.3	0.637064085
AC009263.2	0.177287891
AC009264.1	0.457624368
AC009274.6	0.890512284
AC009294.1	0.115488799
AC009299.2	0.104899569
AC009299.3	0.659073243
AC009299.4	7.199446123
AC009303.1	2.785539631
AC009303.2	2.29609439
AC009303.3	0.312016615
AC009305.1	2.387605398
AC009311.1	0.804614273
AC009311.2	0.643991648
AC009312.1	1.484187139
AC009318.1	0.294318486
AC009336.1	0.24848382
AC009336.23	0.621117903
AC009336.24	3.505207925
AC009358.1	38.76347587
AC009362.2	0.811550603
AC009402.1	1.516388438
AC009403.2	8.498738262
AC009404.2	0.284349122
AC009410.1	0.323981853
AC009411.2	0.611297857
AC009413.2	2.752627777
AC009414.1	0.247922908
AC009429.1	0.311574038
AC009452.1	0.377422159
AC009464.1	0.377422159
AC009474.2	159.899338
AC009487.6	0.032203445
AC009495.2	0.140988252
AC009495.3	0.217055036
AC009499.1	1.691859024
AC009499.2	0.183969595
AC009501.4	0.902420213
AC009501.5	0.584201321
AC009502.2	0.264014058
AC009502.3	0.912713421
AC009502.4	8.192952394
AC009506.1	2.940558188
AC009517.2	0.192683944
AC009518.8	0.137459134
AC009533.1	0.484365373
AC009570.1	0.246697772
AC009634.1	0.959212649
AC009690.1	1.50451847
AC009690.2	0.752259235
AC009704.1	0.667320597
AC009712.2	1.161781546
AC009731.1	0.60554017
AC009753.1	19.43491143
AC009784.3	0.376990326
AC009785.1	0.844844987
AC009803.1	0.373570913
AC009902.1	0.610165824
AC009947.4	0.280178184
AC009948.3	0.167423549
AC009948.5	0.957122861
AC009948.7	0.154039058
AC009950.1	0.189361807
AC009950.2	1.120712738
AC009951.1	1.810382115
AC009951.2	4.307052875
AC009955.1	1.002596126
AC009955.8	1.621104772
AC009958.3	0.268532636
AC009958.4	0.281614996
AC009958.5	1.2386825
AC009960.5	0.214093272
AC009960.8	2.565547068
AC009961.2	0.287136858
AC009961.3	1.095559584
AC009963.6	0.225987342
